frontendQuestionId,titleSlug,titleCn
972,equal-rational-numbers,相等的有理数
973,k-closest-points-to-origin,最接近原点的 K 个点
974,subarray-sums-divisible-by-k,和可被 K 整除的子数组
975,odd-even-jump,奇偶跳
976,largest-perimeter-triangle,三角形的最大周长
977,squares-of-a-sorted-array,有序数组的平方
978,longest-turbulent-subarray,最长湍流子数组
979,distribute-coins-in-binary-tree,在二叉树中分配硬币
980,unique-paths-iii,不同路径 III
981,time-based-key-value-store,基于时间的键值存储
982,triples-with-bitwise-and-equal-to-zero,按位与为零的三元组
983,minimum-cost-for-tickets,最低票价
984,string-without-aaa-or-bbb,不含 AAA 或 BBB 的字符串
985,sum-of-even-numbers-after-queries,查询后的偶数和
986,interval-list-intersections,区间列表的交集
987,vertical-order-traversal-of-a-binary-tree,二叉树的垂序遍历
988,smallest-string-starting-from-leaf,从叶结点开始的最小字符串
989,add-to-array-form-of-integer,数组形式的整数加法
990,satisfiability-of-equality-equations,等式方程的可满足性
991,broken-calculator,坏了的计算器
992,subarrays-with-k-different-integers,K 个不同整数的子数组
993,cousins-in-binary-tree,二叉树的堂兄弟节点
994,rotting-oranges,腐烂的橘子
995,minimum-number-of-k-consecutive-bit-flips,K 连续位的最小翻转次数
996,number-of-squareful-arrays,平方数组的数目
997,find-the-town-judge,找到小镇的法官
998,maximum-binary-tree-ii,最大二叉树 II
999,available-captures-for-rook,可以被一步捕获的棋子数
1000,minimum-cost-to-merge-stones,合并石头的最低成本
1001,grid-illumination,网格照明
1002,find-common-characters,查找共用字符
1003,check-if-word-is-valid-after-substitutions,检查替换后的词是否有效
1004,max-consecutive-ones-iii,最大连续1的个数 III
1005,maximize-sum-of-array-after-k-negations,K 次取反后最大化的数组和
1006,clumsy-factorial,笨阶乘
1007,minimum-domino-rotations-for-equal-row,行相等的最少多米诺旋转
1008,construct-binary-search-tree-from-preorder-traversal,前序遍历构造二叉搜索树
1009,complement-of-base-10-integer,十进制整数的反码
1010,pairs-of-songs-with-total-durations-divisible-by-60,总持续时间可被 60 整除的歌曲
1011,capacity-to-ship-packages-within-d-days,在 D 天内送达包裹的能力
1012,numbers-with-repeated-digits,至少有 1 位重复的数字
1013,partition-array-into-three-parts-with-equal-sum,将数组分成和相等的三个部分
1014,best-sightseeing-pair,最佳观光组合
1015,smallest-integer-divisible-by-k,可被 K 整除的最小整数
1016,binary-string-with-substrings-representing-1-to-n,子串能表示从 1 到 N 数字的二进制串
1017,convert-to-base-2,负二进制转换
1018,binary-prefix-divisible-by-5,可被 5 整除的二进制前缀
1019,next-greater-node-in-linked-list,链表中的下一个更大节点
1020,number-of-enclaves,飞地的数量
1021,remove-outermost-parentheses,删除最外层的括号
1022,sum-of-root-to-leaf-binary-numbers,从根到叶的二进制数之和
1023,camelcase-matching,驼峰式匹配
1024,video-stitching,视频拼接
1025,divisor-game,除数博弈
1026,maximum-difference-between-node-and-ancestor,节点与其祖先之间的最大差值
1027,longest-arithmetic-subsequence,最长等差数列
1028,recover-a-tree-from-preorder-traversal,从先序遍历还原二叉树
1029,two-city-scheduling,两地调度
1030,matrix-cells-in-distance-order,距离顺序排列矩阵单元格
1031,maximum-sum-of-two-non-overlapping-subarrays,两个非重叠子数组的最大和
1032,stream-of-characters,字符流
1033,moving-stones-until-consecutive,移动石子直到连续
1034,coloring-a-border,边界着色
1035,uncrossed-lines,不相交的线
1036,escape-a-large-maze,逃离大迷宫
1037,valid-boomerang,有效的回旋镖
1038,binary-search-tree-to-greater-sum-tree,从二叉搜索树到更大和树
1039,minimum-score-triangulation-of-polygon,多边形三角剖分的最低得分
1040,moving-stones-until-consecutive-ii,移动石子直到连续 II
1041,robot-bounded-in-circle,困于环中的机器人
1042,flower-planting-with-no-adjacent,不邻接植花
1043,partition-array-for-maximum-sum,分隔数组以得到最大和
1044,longest-duplicate-substring,最长重复子串
1045,customers-who-bought-all-products,买下所有产品的客户
1046,last-stone-weight,最后一块石头的重量
1047,remove-all-adjacent-duplicates-in-string,删除字符串中的所有相邻重复项
1048,longest-string-chain,最长字符串链
1049,last-stone-weight-ii,最后一块石头的重量 II
1050,actors-and-directors-who-cooperated-at-least-three-times,合作过至少三次的演员和导演
1051,height-checker,高度检查器
1052,grumpy-bookstore-owner,爱生气的书店老板
1053,previous-permutation-with-one-swap,交换一次的先前排列
1054,distant-barcodes,距离相等的条形码
1055,shortest-way-to-form-string,形成字符串的最短路径
1056,confusing-number,易混淆数
1057,campus-bikes,校园自行车分配
1058,minimize-rounding-error-to-meet-target,最小化舍入误差以满足目标
1059,all-paths-from-source-lead-to-destination,从始点到终点的所有路径
1060,missing-element-in-sorted-array,有序数组中的缺失元素
1061,lexicographically-smallest-equivalent-string,按字典序排列最小的等效字符串
1062,longest-repeating-substring,最长重复子串
1063,number-of-valid-subarrays,有效子数组的数目
1064,fixed-point,不动点
1065,index-pairs-of-a-string,字符串的索引对
1066,campus-bikes-ii,校园自行车分配 II
1067,digit-count-in-range,范围内的数字计数
1068,product-sales-analysis-i,产品销售分析 I
1069,product-sales-analysis-ii,产品销售分析 II
1070,product-sales-analysis-iii,产品销售分析 III
1071,greatest-common-divisor-of-strings,字符串的最大公因子
1072,flip-columns-for-maximum-number-of-equal-rows,按列翻转得到最大值等行数
1073,adding-two-negabinary-numbers,负二进制数相加
1074,number-of-submatrices-that-sum-to-target,元素和为目标值的子矩阵数量
1075,project-employees-i,项目员工 I
1076,project-employees-ii,项目员工II
1077,project-employees-iii,项目员工 III
1078,occurrences-after-bigram,Bigram 分词
1079,letter-tile-possibilities,活字印刷
1080,insufficient-nodes-in-root-to-leaf-paths,根到叶路径上的不足节点
1081,smallest-subsequence-of-distinct-characters,不同字符的最小子序列
1082,sales-analysis-i,销售分析 I 
1083,sales-analysis-ii,销售分析 II
1084,sales-analysis-iii,销售分析III
1085,sum-of-digits-in-the-minimum-number,最小元素各数位之和
1086,high-five,前五科的均分
1087,brace-expansion,花括号展开
1088,confusing-number-ii,易混淆数 II
1089,duplicate-zeros,复写零
1090,largest-values-from-labels,受标签影响的最大值
1091,shortest-path-in-binary-matrix,二进制矩阵中的最短路径
1092,shortest-common-supersequence,最短公共超序列
1093,statistics-from-a-large-sample,大样本统计
1094,car-pooling,拼车
1095,find-in-mountain-array,山脉数组中查找目标值
1096,brace-expansion-ii,花括号展开 II
1097,game-play-analysis-v,游戏玩法分析 V
1098,unpopular-books,小众书籍
1099,two-sum-less-than-k,小于 K 的两数之和
1100,find-k-length-substrings-with-no-repeated-characters,长度为 K 的无重复字符子串
1101,the-earliest-moment-when-everyone-become-friends,彼此熟识的最早时间
1102,path-with-maximum-minimum-value,得分最高的路径
1103,distribute-candies-to-people,分糖果 II
1104,path-in-zigzag-labelled-binary-tree,二叉树寻路
1105,filling-bookcase-shelves,填充书架
1106,parsing-a-boolean-expression,解析布尔表达式
1107,new-users-daily-count,每日新用户统计
1108,defanging-an-ip-address,IP 地址无效化
1109,corporate-flight-bookings,航班预订统计
1110,delete-nodes-and-return-forest,删点成林
1111,maximum-nesting-depth-of-two-valid-parentheses-strings,有效括号的嵌套深度
1112,highest-grade-for-each-student,每位学生的最高成绩
1113,reported-posts,报告的记录
1114,print-in-order,按序打印
1115,print-foobar-alternately,交替打印 FooBar
1116,print-zero-even-odd,打印零与奇偶数
1117,building-h2o,H2O 生成
1118,number-of-days-in-a-month,一月有多少天
1119,remove-vowels-from-a-string,删去字符串中的元音
1120,maximum-average-subtree,子树的最大平均值
1121,divide-array-into-increasing-sequences,将数组分成几个递增序列
1122,relative-sort-array,数组的相对排序
1123,lowest-common-ancestor-of-deepest-leaves,最深叶节点的最近公共祖先
1124,longest-well-performing-interval,表现良好的最长时间段
1125,smallest-sufficient-team,最小的必要团队
1126,active-businesses,查询活跃业务
1127,user-purchase-platform,用户购买平台
1128,number-of-equivalent-domino-pairs,等价多米诺骨牌对的数量
1129,shortest-path-with-alternating-colors,颜色交替的最短路径
1130,minimum-cost-tree-from-leaf-values,叶值的最小代价生成树
1131,maximum-of-absolute-value-expression,绝对值表达式的最大值
1132,reported-posts-ii,报告的记录 II
1133,largest-unique-number,最大唯一数
1134,armstrong-number,阿姆斯特朗数
1135,connecting-cities-with-minimum-cost,最低成本连通所有城市
1136,parallel-courses,并行课程
1137,n-th-tribonacci-number,第 N 个泰波那契数
1138,alphabet-board-path,字母板上的路径
1139,largest-1-bordered-square,最大的以 1 为边界的正方形
1140,stone-game-ii,石子游戏 II
1141,user-activity-for-the-past-30-days-i,查询近30天活跃用户数
1142,user-activity-for-the-past-30-days-ii,过去30天的用户活动 II
1143,longest-common-subsequence,最长公共子序列
1144,decrease-elements-to-make-array-zigzag,递减元素使数组呈锯齿状
1145,binary-tree-coloring-game,二叉树着色游戏
1146,snapshot-array,快照数组
1147,longest-chunked-palindrome-decomposition,段式回文
1148,article-views-i,文章浏览 I
1149,article-views-ii,文章浏览 II
1150,check-if-a-number-is-majority-element-in-a-sorted-array,检查一个数是否在数组中占绝大多数
1151,minimum-swaps-to-group-all-1s-together,最少交换次数来组合所有的 1
1152,analyze-user-website-visit-pattern,用户网站访问行为分析
1153,string-transforms-into-another-string,字符串转化
1154,day-of-the-year,一年中的第几天
1155,number-of-dice-rolls-with-target-sum,掷骰子等于目标和的方法数
1156,swap-for-longest-repeated-character-substring,单字符重复子串的最大长度
1157,online-majority-element-in-subarray,子数组中占绝大多数的元素
1158,market-analysis-i,市场分析 I
1159,market-analysis-ii,市场分析 II
1160,find-words-that-can-be-formed-by-characters,拼写单词
1161,maximum-level-sum-of-a-binary-tree,最大层内元素和
1162,as-far-from-land-as-possible,地图分析
1163,last-substring-in-lexicographical-order,按字典序排在最后的子串
1164,product-price-at-a-given-date,指定日期的产品价格
1165,single-row-keyboard,单行键盘
1166,design-file-system,设计文件系统
1167,minimum-cost-to-connect-sticks,连接木棍的最低费用
1168,optimize-water-distribution-in-a-village,水资源分配优化
1169,invalid-transactions,查询无效交易
1170,compare-strings-by-frequency-of-the-smallest-character,比较字符串最小字母出现频次
1171,remove-zero-sum-consecutive-nodes-from-linked-list,从链表中删去总和值为零的连续节点
1172,dinner-plate-stacks,餐盘栈
1173,immediate-food-delivery-i,即时食物配送 I
1174,immediate-food-delivery-ii,即时食物配送 II
1175,prime-arrangements,质数排列
1176,diet-plan-performance,健身计划评估
1177,can-make-palindrome-from-substring,构建回文串检测
1178,number-of-valid-words-for-each-puzzle,猜字谜
1179,reformat-department-table,重新格式化部门表
1180,count-substrings-with-only-one-distinct-letter,统计只含单一字母的子串
1181,before-and-after-puzzle,前后拼接
1182,shortest-distance-to-target-color,与目标颜色间的最短距离
1183,maximum-number-of-ones,矩阵中 1 的最大数量
1184,distance-between-bus-stops,公交站间的距离
1185,day-of-the-week,一周中的第几天
1186,maximum-subarray-sum-with-one-deletion,删除一次得到子数组最大和
1187,make-array-strictly-increasing,使数组严格递增
1188,design-bounded-blocking-queue,设计有限阻塞队列
1189,maximum-number-of-balloons,“气球” 的最大数量
1190,reverse-substrings-between-each-pair-of-parentheses,反转每对括号间的子串
1191,k-concatenation-maximum-sum,K 次串联后最大子数组之和
1192,critical-connections-in-a-network,查找集群内的关键连接
1193,monthly-transactions-i,每月交易 I
1194,tournament-winners,锦标赛优胜者
1195,fizz-buzz-multithreaded,交替打印字符串
1196,how-many-apples-can-you-put-into-the-basket,最多可以买到的苹果数量
1197,minimum-knight-moves,进击的骑士
1198,find-smallest-common-element-in-all-rows,找出所有行中最小公共元素
1199,minimum-time-to-build-blocks,建造街区的最短时间
1200,minimum-absolute-difference,最小绝对差
1201,ugly-number-iii,丑数 III
1202,smallest-string-with-swaps,交换字符串中的元素
1203,sort-items-by-groups-respecting-dependencies,项目管理
1204,last-person-to-fit-in-the-bus,最后一个能进入巴士的人
1205,monthly-transactions-ii,每月交易 II
1206,design-skiplist,设计跳表
1207,unique-number-of-occurrences,独一无二的出现次数
1208,get-equal-substrings-within-budget,尽可能使字符串相等
1209,remove-all-adjacent-duplicates-in-string-ii,删除字符串中的所有相邻重复项 II
1210,minimum-moves-to-reach-target-with-rotations,穿过迷宫的最少移动次数
1211,queries-quality-and-percentage,查询结果的质量和占比
1212,team-scores-in-football-tournament,查询球队积分
1213,intersection-of-three-sorted-arrays,三个有序数组的交集
1214,two-sum-bsts,查找两棵二叉搜索树之和
1215,stepping-numbers,步进数
1216,valid-palindrome-iii,验证回文串 III
1217,minimum-cost-to-move-chips-to-the-same-position,玩筹码
1218,longest-arithmetic-subsequence-of-given-difference,最长定差子序列
1219,path-with-maximum-gold,黄金矿工
1220,count-vowels-permutation,统计元音字母序列的数目
1221,split-a-string-in-balanced-strings,分割平衡字符串
1222,queens-that-can-attack-the-king,可以攻击国王的皇后
1223,dice-roll-simulation,掷骰子模拟
1224,maximum-equal-frequency,最大相等频率
1225,report-contiguous-dates,报告系统状态的连续日期
1226,the-dining-philosophers,哲学家进餐
1227,airplane-seat-assignment-probability,飞机座位分配概率
1228,missing-number-in-arithmetic-progression,等差数列中缺失的数字
1229,meeting-scheduler,安排会议日程
1230,toss-strange-coins,抛掷硬币
1231,divide-chocolate,分享巧克力
1232,check-if-it-is-a-straight-line,缀点成线
1233,remove-sub-folders-from-the-filesystem,删除子文件夹
1234,replace-the-substring-for-balanced-string,替换子串得到平衡字符串
1235,maximum-profit-in-job-scheduling,规划兼职工作
1236,web-crawler,网络爬虫
1237,find-positive-integer-solution-for-a-given-equation,找出给定方程的正整数解
1238,circular-permutation-in-binary-representation,循环码排列
1239,maximum-length-of-a-concatenated-string-with-unique-characters,串联字符串的最大长度
1240,tiling-a-rectangle-with-the-fewest-squares,铺瓷砖
1241,number-of-comments-per-post,每个帖子的评论数
1242,web-crawler-multithreaded,多线程网页爬虫
1243,array-transformation,数组变换
1244,design-a-leaderboard,力扣排行榜
1245,tree-diameter,树的直径
1246,palindrome-removal,删除回文子数组
1247,minimum-swaps-to-make-strings-equal,交换字符使得字符串相同
1248,count-number-of-nice-subarrays,统计「优美子数组」
1249,minimum-remove-to-make-valid-parentheses,移除无效的括号
1250,check-if-it-is-a-good-array,检查「好数组」
1251,average-selling-price,平均售价
1252,cells-with-odd-values-in-a-matrix,奇数值单元格的数目
1253,reconstruct-a-2-row-binary-matrix,重构 2 行二进制矩阵
1254,number-of-closed-islands,统计封闭岛屿的数目
1255,maximum-score-words-formed-by-letters,得分最高的单词集合
1256,encode-number,加密数字
1257,smallest-common-region,最小公共区域
1258,synonymous-sentences,近义词句子
1259,handshakes-that-dont-cross,不相交的握手
1260,shift-2d-grid,二维网格迁移
1261,find-elements-in-a-contaminated-binary-tree,在受污染的二叉树中查找元素
1262,greatest-sum-divisible-by-three,可被三整除的最大和
1263,minimum-moves-to-move-a-box-to-their-target-location,推箱子
1264,page-recommendations,页面推荐
1265,print-immutable-linked-list-in-reverse,逆序打印不可变链表
1266,minimum-time-visiting-all-points,访问所有点的最小时间
1267,count-servers-that-communicate,统计参与通信的服务器
1268,search-suggestions-system,搜索推荐系统
1269,number-of-ways-to-stay-in-the-same-place-after-some-steps,停在原地的方案数
1270,all-people-report-to-the-given-manager,向公司 CEO 汇报工作的所有人
1271,hexspeak,十六进制魔术数字
1272,remove-interval,删除区间
1273,delete-tree-nodes,删除树节点
1274,number-of-ships-in-a-rectangle,矩形内船只的数目
1275,find-winner-on-a-tic-tac-toe-game,找出井字棋的获胜者
1276,number-of-burgers-with-no-waste-of-ingredients,不浪费原料的汉堡制作方案
1277,count-square-submatrices-with-all-ones,统计全为 1 的正方形子矩阵
1278,palindrome-partitioning-iii,分割回文串 III
1279,traffic-light-controlled-intersection,红绿灯路口
1280,students-and-examinations,学生们参加各科测试的次数
1281,subtract-the-product-and-sum-of-digits-of-an-integer,整数的各位积和之差
1282,group-the-people-given-the-group-size-they-belong-to,用户分组
1283,find-the-smallest-divisor-given-a-threshold,使结果不超过阈值的最小除数
1284,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,转化为全零矩阵的最少反转次数
1285,find-the-start-and-end-number-of-continuous-ranges,找到连续区间的开始和结束数字
1286,iterator-for-combination,字母组合迭代器
1287,element-appearing-more-than-25-in-sorted-array,有序数组中出现次数超过25%的元素
1288,remove-covered-intervals,删除被覆盖区间
1289,minimum-falling-path-sum-ii,下降路径最小和  II
1290,convert-binary-number-in-a-linked-list-to-integer,二进制链表转整数
1291,sequential-digits,顺次数
1292,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,元素和小于等于阈值的正方形的最大边长
1293,shortest-path-in-a-grid-with-obstacles-elimination,网格中的最短路径
1294,weather-type-in-each-country,不同国家的天气类型
1295,find-numbers-with-even-number-of-digits,统计位数为偶数的数字
1296,divide-array-in-sets-of-k-consecutive-numbers,划分数组为连续数字的集合
1297,maximum-number-of-occurrences-of-a-substring,子串的最大出现次数
1298,maximum-candies-you-can-get-from-boxes,你能从盒子里获得的最大糖果数
1299,replace-elements-with-greatest-element-on-right-side,将每个元素替换为右侧最大元素
1300,sum-of-mutated-array-closest-to-target,转变数组后最接近目标值的数组和
1301,number-of-paths-with-max-score,最大得分的路径数目
1302,deepest-leaves-sum,层数最深叶子节点的和
1303,find-the-team-size,求团队人数
1304,find-n-unique-integers-sum-up-to-zero,和为零的 N 个不同整数
1305,all-elements-in-two-binary-search-trees,两棵二叉搜索树中的所有元素
1306,jump-game-iii,跳跃游戏 III
1307,verbal-arithmetic-puzzle,口算难题
1308,running-total-for-different-genders,不同性别每日分数总计
1309,decrypt-string-from-alphabet-to-integer-mapping,解码字母到整数映射
1310,xor-queries-of-a-subarray,子数组异或查询
1311,get-watched-videos-by-your-friends,获取你好友已观看的视频
1312,minimum-insertion-steps-to-make-a-string-palindrome,让字符串成为回文串的最少插入次数
1313,decompress-run-length-encoded-list,解压缩编码列表
1314,matrix-block-sum,矩阵区域和
1315,sum-of-nodes-with-even-valued-grandparent,祖父节点值为偶数的节点和
1316,distinct-echo-substrings,不同的循环子字符串
1317,convert-integer-to-the-sum-of-two-no-zero-integers,将整数转换为两个无零整数的和
1318,minimum-flips-to-make-a-or-b-equal-to-c,或运算的最小翻转次数
1319,number-of-operations-to-make-network-connected,连通网络的操作次数
1320,minimum-distance-to-type-a-word-using-two-fingers,二指输入的的最小距离
1321,restaurant-growth,餐馆营业额变化增长
1322,ads-performance,广告效果
1323,maximum-69-number,6 和 9 组成的最大数字
1324,print-words-vertically,竖直打印单词
1325,delete-leaves-with-a-given-value,删除给定值的叶子节点
1326,minimum-number-of-taps-to-open-to-water-a-garden,灌溉花园的最少水龙头数目
1327,list-the-products-ordered-in-a-period,列出指定时间段内所有的下单产品
1328,break-a-palindrome,破坏回文串
1329,sort-the-matrix-diagonally,将矩阵按对角线排序
1330,reverse-subarray-to-maximize-array-value,翻转子数组得到最大的数组值
1331,rank-transform-of-an-array,数组序号转换
1332,remove-palindromic-subsequences,删除回文子序列
1333,filter-restaurants-by-vegan-friendly-price-and-distance,餐厅过滤器
1334,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,阈值距离内邻居最少的城市
1335,minimum-difficulty-of-a-job-schedule,工作计划的最低难度
1336,number-of-transactions-per-visit,每次访问的交易次数
1337,the-k-weakest-rows-in-a-matrix,矩阵中战斗力最弱的 K 行
1338,reduce-array-size-to-the-half,数组大小减半
1339,maximum-product-of-splitted-binary-tree,分裂二叉树的最大乘积
1340,jump-game-v,跳跃游戏 V
1341,movie-rating,电影评分
1342,number-of-steps-to-reduce-a-number-to-zero,将数字变成 0 的操作次数
1343,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,大小为 K 且平均值大于等于阈值的子数组数目
1344,angle-between-hands-of-a-clock,时钟指针的夹角
1345,jump-game-iv,跳跃游戏 IV
1346,check-if-n-and-its-double-exist,检查整数及其两倍数是否存在
1347,minimum-number-of-steps-to-make-two-strings-anagram,制造字母异位词的最小步骤数
1348,tweet-counts-per-frequency,推文计数
1349,maximum-students-taking-exam,参加考试的最大学生数
1350,students-with-invalid-departments,院系无效的学生
1351,count-negative-numbers-in-a-sorted-matrix,统计有序矩阵中的负数
1352,product-of-the-last-k-numbers,最后 K 个数的乘积
1353,maximum-number-of-events-that-can-be-attended,最多可以参加的会议数目
1354,construct-target-array-with-multiple-sums,多次求和构造目标数组
1355,activity-participants,活动参与者
1356,sort-integers-by-the-number-of-1-bits,根据数字二进制下 1 的数目排序
1357,apply-discount-every-n-orders,每隔 n 个顾客打折
1358,number-of-substrings-containing-all-three-characters,包含所有三种字符的子字符串数目
1359,count-all-valid-pickup-and-delivery-options,有效的快递序列数目
1360,number-of-days-between-two-dates,日期之间隔几天
1361,validate-binary-tree-nodes,验证二叉树
1362,closest-divisors,最接近的因数
1363,largest-multiple-of-three,形成三的最大倍数
1364,number-of-trusted-contacts-of-a-customer,顾客的可信联系人数量
1365,how-many-numbers-are-smaller-than-the-current-number,有多少小于当前数字的数字
1366,rank-teams-by-votes,通过投票对团队排名
1367,linked-list-in-binary-tree,二叉树中的链表
1368,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,使网格图至少有一条有效路径的最小代价
1369,get-the-second-most-recent-activity,获取最近第二次的活动
1370,increasing-decreasing-string,上升下降字符串
1371,find-the-longest-substring-containing-vowels-in-even-counts,每个元音包含偶数次的最长子字符串
1372,longest-zigzag-path-in-a-binary-tree,二叉树中的最长交错路径
1373,maximum-sum-bst-in-binary-tree,二叉搜索子树的最大键值和
1374,generate-a-string-with-characters-that-have-odd-counts,生成每种字符都是奇数个的字符串
1375,number-of-times-binary-string-is-prefix-aligned,二进制字符串前缀一致的次数
1376,time-needed-to-inform-all-employees,通知所有员工所需的时间
1377,frog-position-after-t-seconds,T 秒后青蛙的位置
1378,replace-employee-id-with-the-unique-identifier,使用唯一标识码替换员工ID
1379,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,找出克隆二叉树中的相同节点
1380,lucky-numbers-in-a-matrix,矩阵中的幸运数
1381,design-a-stack-with-increment-operation,设计一个支持增量操作的栈
1382,balance-a-binary-search-tree,将二叉搜索树变平衡
1383,maximum-performance-of-a-team,最大的团队表现值
1384,total-sales-amount-by-year,按年度列出销售总额
1385,find-the-distance-value-between-two-arrays,两个数组间的距离值
1386,cinema-seat-allocation,安排电影院座位
1387,sort-integers-by-the-power-value,将整数按权重排序
1388,pizza-with-3n-slices,3n 块披萨
1389,create-target-array-in-the-given-order,按既定顺序创建目标数组
1390,four-divisors,四因数
1391,check-if-there-is-a-valid-path-in-a-grid,检查网格中是否存在有效路径
1392,longest-happy-prefix,最长快乐前缀
1393,capital-gainloss,股票的资本损益
1394,find-lucky-integer-in-an-array,找出数组中的幸运数
1395,count-number-of-teams,统计作战单位数
1396,design-underground-system,设计地铁系统
1397,find-all-good-strings,找到所有好字符串
1398,customers-who-bought-products-a-and-b-but-not-c,购买了产品 A 和产品 B 却没有购买产品 C 的顾客
1399,count-largest-group,统计最大组的数目
1400,construct-k-palindrome-strings,构造 K 个回文字符串
1401,circle-and-rectangle-overlapping,圆和矩形是否有重叠
1402,reducing-dishes,做菜顺序
1403,minimum-subsequence-in-non-increasing-order,非递增顺序的最小子序列
1404,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,将二进制表示减到 1 的步骤数
1405,longest-happy-string,最长快乐字符串
1406,stone-game-iii,石子游戏 III
1407,top-travellers,排名靠前的旅行者
1408,string-matching-in-an-array,数组中的字符串匹配
1409,queries-on-a-permutation-with-key,查询带键的排列
1410,html-entity-parser,HTML 实体解析器
1411,number-of-ways-to-paint-n-3-grid,给 N x 3 网格图涂色的方案数
1412,find-the-quiet-students-in-all-exams,查找成绩处于中游的学生
1413,minimum-value-to-get-positive-step-by-step-sum,逐步求和得到正数的最小值
1414,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,和为 K 的最少斐波那契数字数目
1415,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,长度为 n 的开心字符串中字典序第 k 小的字符串
1416,restore-the-array,恢复数组
1417,reformat-the-string,重新格式化字符串
1418,display-table-of-food-orders-in-a-restaurant,点菜展示表
1419,minimum-number-of-frogs-croaking,数青蛙
1420,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,生成数组
1421,npv-queries,净现值查询
1422,maximum-score-after-splitting-a-string,分割字符串的最大得分
1423,maximum-points-you-can-obtain-from-cards,可获得的最大点数
1424,diagonal-traverse-ii,对角线遍历 II
1425,constrained-subsequence-sum,带限制的子序列和
1426,counting-elements,数元素
1427,perform-string-shifts,字符串的左右移
1428,leftmost-column-with-at-least-a-one,至少有一个 1 的最左端列
1429,first-unique-number,第一个唯一数字
1430,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,判断给定的序列是否是二叉树从根到叶的路径
1431,kids-with-the-greatest-number-of-candies,拥有最多糖果的孩子
1432,max-difference-you-can-get-from-changing-an-integer,改变一个整数能得到的最大差值
1433,check-if-a-string-can-break-another-string,检查一个字符串是否可以打破另一个字符串
1434,number-of-ways-to-wear-different-hats-to-each-other,每个人戴不同帽子的方案数
1435,create-a-session-bar-chart,制作会话柱状图
1436,destination-city,旅行终点站
1437,check-if-all-1s-are-at-least-length-k-places-away,是否所有 1 都至少相隔 k 个元素
1438,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,绝对差不超过限制的最长连续子数组
1439,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,有序矩阵中的第 k 个最小数组和
1440,evaluate-boolean-expression,计算布尔表达式的值
1441,build-an-array-with-stack-operations,用栈操作构建数组
1442,count-triplets-that-can-form-two-arrays-of-equal-xor,形成两个异或相等数组的三元组数目
1443,minimum-time-to-collect-all-apples-in-a-tree,收集树上所有苹果的最少时间
1444,number-of-ways-of-cutting-a-pizza,切披萨的方案数
1445,apples-oranges,苹果和桔子
1446,consecutive-characters,连续字符
1447,simplified-fractions,最简分数
1448,count-good-nodes-in-binary-tree,统计二叉树中好节点的数目
1449,form-largest-integer-with-digits-that-add-up-to-target,数位成本和为目标值的最大数字
1450,number-of-students-doing-homework-at-a-given-time,在既定时间做作业的学生人数
1451,rearrange-words-in-a-sentence,重新排列句子中的单词
1452,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,收藏清单
1453,maximum-number-of-darts-inside-of-a-circular-dartboard,圆形靶内的最大飞镖数量
1454,active-users,活跃用户
1455,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,检查单词是否为句中其他单词的前缀
1456,maximum-number-of-vowels-in-a-substring-of-given-length,定长子串中元音的最大数目
1457,pseudo-palindromic-paths-in-a-binary-tree,二叉树中的伪回文路径
1458,max-dot-product-of-two-subsequences,两个子序列的最大点积
1459,rectangles-area,矩形面积
1460,make-two-arrays-equal-by-reversing-subarrays,通过翻转子数组使两个数组相等
1461,check-if-a-string-contains-all-binary-codes-of-size-k,检查一个字符串是否包含所有长度为 K 的二进制子串
1462,course-schedule-iv,课程表 IV
1463,cherry-pickup-ii,摘樱桃 II
1464,maximum-product-of-two-elements-in-an-array,数组中两元素的最大乘积
1465,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,切割后面积最大的蛋糕
1466,reorder-routes-to-make-all-paths-lead-to-the-city-zero,重新规划路线
1467,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,两个盒子中球的颜色数相同的概率
1468,calculate-salaries,计算税后工资
1469,find-all-the-lonely-nodes,寻找所有的独生节点
1470,shuffle-the-array,重新排列数组
1471,the-k-strongest-values-in-an-array,数组中的 k 个最强值
1472,design-browser-history,设计浏览器历史记录
1473,paint-house-iii,粉刷房子 III
1474,delete-n-nodes-after-m-nodes-of-a-linked-list,删除链表 M 个节点之后的 N 个节点
1475,final-prices-with-a-special-discount-in-a-shop,商品折扣后的最终价格
